name,so2_1h,no2_1h,co_8h,pm10_1h,o3_1h,pm10_24h,pm2_5_1h,actualized
Brno-Líšeň,,,,18.7,,19.7,12.6,2023-08-19 04:32:29.000000
Brno-Svatoplukova,,8.0,393.0,26.0,,26.1,19.8,2023-08-19 04:32:29.000000
Brno-Tuřany,4.5,19.5,,22.0,25.3,18.7,17.3,2023-08-19 04:32:29.000000
Brno - Dětská nemocnice,,10.5,,21.4,17.0,19.6,17.5,2023-08-19 04:32:29.000000
Brno-Úvoz (hot spot),,11.5,301.0,19.5,,19.7,13.7,2023-08-19 04:32:29.000000
Brno-Lány,6.4,34.8,350.0,31.3,2.4,24.9,23.7,2023-08-19 04:32:29.000000
Brno-Komárov,,12.2,,26.7,,26.3,20.1,2023-08-19 04:32:29.000000
Brno-Tuřany,,,,,,18.5,0.0,2023-08-19 06:32:30.000000
Brno-Úvoz (hot spot),,,283.0,,,20.2,0.0,2023-08-19 06:32:30.000000
Brno-Svatoplukova,,,366.0,,,26.5,0.0,2023-08-19 06:32:30.000000
Brno-Arboretum,,,,,,20.3,0.0,2023-08-19 06:32:30.000000
Brno-Líšeň,,,,,,20.6,0.0,2023-08-19 06:32:30.000000
Brno - Dětská nemocnice,,,,,,20.6,0.0,2023-08-19 06:32:30.000000
Brno-Komárov,,,,,,26.9,0.0,2023-08-19 06:32:30.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-19 06:32:30.000000
Brno-Lány,,,316.0,,,25.8,0.0,2023-08-19 06:32:30.000000
Brno-Komárov,,,,,,27.1,0.0,2023-08-19 07:32:30.000000
Brno-Líšeň,,,,,,20.7,0.0,2023-08-19 07:32:30.000000
Brno-Úvoz (hot spot),,,278.0,,,20.4,0.0,2023-08-19 07:32:30.000000
Brno - Dětská nemocnice,,,,,,21.2,0.0,2023-08-19 07:32:30.000000
Brno-Tuřany,,,,,,19.2,0.0,2023-08-19 07:32:30.000000
Brno-Lány,,,300.0,,,26.2,0.0,2023-08-19 07:32:30.000000
Brno-Arboretum,,,,,,20.5,0.0,2023-08-19 07:32:30.000000
Brno-Svatoplukova,,,350.0,,,26.6,0.0,2023-08-19 07:32:30.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-19 07:32:30.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-19 09:32:43.000000
Brno - Dětská nemocnice,,,,,,21.3,0.0,2023-08-19 09:32:43.000000
Brno-Úvoz (hot spot),,,285.0,,,20.8,0.0,2023-08-19 09:32:43.000000
Brno-Svatoplukova,,,350.0,,,26.6,0.0,2023-08-19 09:32:43.000000
Brno-Komárov,,,,,,25.5,0.0,2023-08-19 09:32:43.000000
Brno-Arboretum,,,,,,20.5,0.0,2023-08-19 09:32:43.000000
Brno-Tuřany,,,,,,20.2,0.0,2023-08-19 09:32:43.000000
Brno-Lány,,,266.0,,,26.9,0.0,2023-08-19 09:32:43.000000
Brno-Líšeň,,,,,,20.6,0.0,2023-08-19 09:32:43.000000
Brno-Komárov,,,,,,25.1,0.0,2023-08-19 10:32:42.000000
Brno-Tuřany,,,,,,20.5,0.0,2023-08-19 10:32:42.000000
Brno-Líšeň,,,,,,20.3,0.0,2023-08-19 10:32:42.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-19 10:32:42.000000
Brno-Lány,,,266.0,,,26.6,0.0,2023-08-19 10:32:42.000000
Brno-Svatoplukova,,,366.0,,,25.8,0.0,2023-08-19 10:32:42.000000
Brno - Dětská nemocnice,,,,,,21.8,0.0,2023-08-19 10:32:42.000000
Brno-Úvoz (hot spot),,,298.0,,,20.8,0.0,2023-08-19 10:32:42.000000
Brno-Arboretum,,,,,,20.5,0.0,2023-08-19 10:32:42.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-19 12:32:43.000000
Brno-Líšeň,,,,,,20.4,0.0,2023-08-19 12:32:43.000000
Brno-Svatoplukova,,,399.0,,,25.5,0.0,2023-08-19 12:32:43.000000
Brno-Úvoz (hot spot),,,324.0,,,21.1,0.0,2023-08-19 12:32:43.000000
Brno-Tuřany,,,,,,21.0,0.0,2023-08-19 12:32:43.000000
Brno-Komárov,,,,,,24.1,0.0,2023-08-19 12:32:43.000000
Brno-Arboretum,,,,,,20.6,0.0,2023-08-19 12:32:43.000000
Brno-Lány,,,250.0,,,26.4,0.0,2023-08-19 12:32:43.000000
Brno - Dětská nemocnice,,,,,,21.4,0.0,2023-08-19 12:32:43.000000
Brno-Arboretum,,,,,,20.7,0.0,2023-08-19 13:32:42.000000
Brno-Líšeň,,,,,,20.7,0.0,2023-08-19 13:32:42.000000
Brno-Svatoplukova,,,433.0,,,25.6,0.0,2023-08-19 13:32:42.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-19 13:32:42.000000
Brno-Úvoz (hot spot),,,330.0,,,21.0,0.0,2023-08-19 13:32:42.000000
Brno - Dětská nemocnice,,,,,,21.4,0.0,2023-08-19 13:32:42.000000
Brno-Komárov,,,,,,24.0,0.0,2023-08-19 13:32:42.000000
Brno-Tuřany,,,,,,20.9,0.0,2023-08-19 13:32:42.000000
Brno-Lány,,,250.0,,,26.4,0.0,2023-08-19 13:32:42.000000
Brno-Komárov,,6.3,,17.0,,23.6,10.1,2023-08-19 14:32:43.000000
Brno-Svatoplukova,,26.2,481.0,20.3,,25.4,11.4,2023-08-19 14:32:43.000000
Brno-Tuřany,3.7,1.0,,13.4,112.7,20.5,16.3,2023-08-19 14:32:43.000000
Brno-Arboretum,,2.7,,19.2,131.1,20.6,12.5,2023-08-19 14:32:43.000000
Brno-Úvoz (hot spot),,32.7,308.0,21.3,,21.0,12.6,2023-08-19 14:32:43.000000
Brno - Dětská nemocnice,,3.8,,13.3,120.9,21.1,15.1,2023-08-19 14:32:43.000000
Brno-Líšeň,,,,13.6,,20.4,16.5,2023-08-19 14:32:43.000000
Brno-Lány,6.7,2.5,248.0,19.0,112.5,26.0,11.8,2023-08-19 14:32:43.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-19 14:32:43.000000
Brno-Tuřany,,,,,,20.9,0.0,2023-08-19 15:32:43.000000
Brno-Úvoz (hot spot),,,311.0,,,21.1,0.0,2023-08-19 15:32:43.000000
Brno-Komárov,,,,,,23.9,0.0,2023-08-19 15:32:43.000000
Brno-Lány,,,250.0,,,26.2,0.0,2023-08-19 15:32:43.000000
Brno-Svatoplukova,,,499.0,,,25.5,0.0,2023-08-19 15:32:43.000000
Brno-Líšeň,,,,,,20.3,0.0,2023-08-19 15:32:43.000000
Brno - Dětská nemocnice,,,,,,21.0,0.0,2023-08-19 15:32:43.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-19 15:32:43.000000
Brno-Arboretum,,,,,,20.3,0.0,2023-08-19 15:32:43.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-19 16:32:44.000000
Brno-Tuřany,4.0,1.0,,18.1,115.3,20.8,11.2,2023-08-19 16:32:44.000000
Brno-Komárov,,11.9,,16.2,,23.6,9.2,2023-08-19 16:32:44.000000
Brno - Dětská nemocnice,,3.1,,34.5,124.7,21.8,11.0,2023-08-19 16:32:44.000000
Brno-Svatoplukova,,26.8,539.0,16.9,,25.1,9.3,2023-08-19 16:32:44.000000
Brno-Líšeň,,,,13.3,,19.9,9.7,2023-08-19 16:32:44.000000
Brno-Arboretum,,2.5,,18.1,136.1,20.4,12.3,2023-08-19 16:32:44.000000
Brno-Lány,5.9,3.1,248.0,18.7,110.9,26.0,12.1,2023-08-19 16:32:44.000000
Brno-Úvoz (hot spot),,32.3,294.0,18.3,,21.0,12.0,2023-08-19 16:32:44.000000
Brno-Svatoplukova,,,549.0,,,25.4,0.0,2023-08-19 17:32:44.000000
Brno - Dětská nemocnice,,,,,,22.1,0.0,2023-08-19 17:32:44.000000
Brno-Lány,,,250.0,,,26.3,0.0,2023-08-19 17:32:44.000000
Brno-Úvoz (hot spot),,,283.0,,,21.2,0.0,2023-08-19 17:32:44.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-19 17:32:44.000000
Brno-Líšeň,,,,,,20.2,0.0,2023-08-19 17:32:44.000000
Brno-Tuřany,,,,,,21.1,0.0,2023-08-19 17:32:44.000000
Brno-Arboretum,,,,,,20.3,0.0,2023-08-19 17:32:44.000000
Brno-Komárov,,,,,,23.9,0.0,2023-08-19 17:32:44.000000
Brno-Arboretum,,,,,,19.8,0.0,2023-08-19 18:32:44.000000
Brno-Svatoplukova,,,566.0,,,25.0,0.0,2023-08-19 18:32:44.000000
Brno-Komárov,,,,,,23.9,0.0,2023-08-19 18:32:44.000000
Brno-Líšeň,,,,,,20.2,0.0,2023-08-19 18:32:44.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-19 18:32:44.000000
Brno-Lány,,,233.0,,,26.2,0.0,2023-08-19 18:32:44.000000
Brno-Úvoz (hot spot),,,253.0,,,21.2,0.0,2023-08-19 18:32:44.000000
Brno-Tuřany,,,,,,21.3,0.0,2023-08-19 18:32:44.000000
Brno - Dětská nemocnice,,,,,,23.0,0.0,2023-08-19 18:32:44.000000
Brno-Úvoz (hot spot),,,267.0,,,21.1,0.0,2023-08-19 19:32:44.000000
Brno-Komárov,,,,,,23.7,0.0,2023-08-19 19:32:44.000000
Brno-Lány,,,233.0,,,26.2,0.0,2023-08-19 19:32:44.000000
Brno - Dětská nemocnice,,,,,,23.4,0.0,2023-08-19 19:32:44.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-19 19:32:44.000000
Brno-Líšeň,,,,,,19.7,0.0,2023-08-19 19:32:44.000000
Brno-Tuřany,,,,,,21.2,0.0,2023-08-19 19:32:44.000000
Brno-Svatoplukova,,,582.0,,,24.7,0.0,2023-08-19 19:32:44.000000
Brno-Arboretum,,,,,,19.8,0.0,2023-08-19 19:32:44.000000
Brno-Arboretum,,,,,,19.7,0.0,2023-08-19 20:32:44.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-19 20:32:44.000000
Brno-Líšeň,,,,,,19.9,0.0,2023-08-19 20:32:44.000000
Brno - Dětská nemocnice,,,,,,23.5,0.0,2023-08-19 20:32:44.000000
Brno-Lány,,,250.0,,,26.2,0.0,2023-08-19 20:32:44.000000
Brno-Komárov,,,,,,23.7,0.0,2023-08-19 20:32:44.000000
Brno-Svatoplukova,,,582.0,,,24.8,0.0,2023-08-19 20:32:44.000000
Brno-Úvoz (hot spot),,,274.0,,,21.0,0.0,2023-08-19 20:32:44.000000
Brno-Tuřany,,,,,,21.0,0.0,2023-08-19 20:32:44.000000
Brno-Úvoz (hot spot),,,284.0,,,21.1,0.0,2023-08-19 21:32:44.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-19 21:32:44.000000
Brno-Tuřany,,,,,,21.1,0.0,2023-08-19 21:32:44.000000
Brno-Komárov,,,,,,24.3,0.0,2023-08-19 21:32:44.000000
Brno-Lány,,,283.0,,,26.3,0.0,2023-08-19 21:32:44.000000
Brno-Líšeň,,,,,,20.8,0.0,2023-08-19 21:32:44.000000
Brno - Dětská nemocnice,,,,,,23.2,0.0,2023-08-19 21:32:44.000000
Brno-Arboretum,,,,,,19.8,0.0,2023-08-19 21:32:44.000000
Brno-Svatoplukova,,,582.0,,,25.1,0.0,2023-08-19 21:32:44.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-19 22:32:44.000000
Brno-Arboretum,,,,,,20.0,0.0,2023-08-19 22:32:44.000000
Brno-Líšeň,,,,,,21.6,0.0,2023-08-19 22:32:44.000000
Brno-Lány,,,316.0,,,26.4,0.0,2023-08-19 22:32:44.000000
Brno-Svatoplukova,,,582.0,,,25.4,0.0,2023-08-19 22:32:44.000000
Brno - Dětská nemocnice,,,,,,23.0,0.0,2023-08-19 22:32:44.000000
Brno-Úvoz (hot spot),,,305.0,,,21.3,0.0,2023-08-19 22:32:44.000000
Brno-Tuřany,,,,,,21.0,0.0,2023-08-19 22:32:44.000000
Brno-Komárov,,,,,,25.1,0.0,2023-08-19 22:32:44.000000
Brno-Lány,6.1,63.9,364.0,29.3,3.4,26.7,22.2,2023-08-19 23:32:44.000000
Brno-Tuřany,1.3,9.4,,17.2,43.7,21.0,23.3,2023-08-19 23:32:44.000000
Brno-Arboretum,,17.0,,24.8,58.9,20.5,17.6,2023-08-19 23:32:44.000000
Brno-Komárov,,13.2,,27.0,,25.2,18.1,2023-08-19 23:32:44.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-19 23:32:44.000000
Brno-Úvoz (hot spot),,21.2,315.0,24.1,,21.6,16.0,2023-08-19 23:32:44.000000
Brno-Svatoplukova,,14.7,539.0,28.5,,25.8,20.9,2023-08-19 23:32:44.000000
Brno - Dětská nemocnice,,22.0,,22.4,46.3,23.0,15.4,2023-08-19 23:32:44.000000
Brno-Líšeň,,,,17.2,,21.1,11.5,2023-08-19 23:32:44.000000
Brno-Arboretum,,15.9,,24.5,52.7,20.7,17.8,2023-08-20 00:32:44.000000
Brno-Tuřany,1.3,22.8,,18.6,31.1,20.5,26.5,2023-08-20 00:32:44.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-20 00:32:44.000000
Brno-Úvoz (hot spot),,19.3,313.0,23.0,,21.8,15.7,2023-08-20 00:32:44.000000
Brno-Svatoplukova,,11.9,510.0,27.6,,25.9,20.9,2023-08-20 00:32:44.000000
Brno-Lány,6.1,60.4,379.0,29.3,4.2,26.8,22.7,2023-08-20 00:32:44.000000
Brno-Komárov,,14.5,,27.8,,25.3,19.2,2023-08-20 00:32:44.000000
Brno - Dětská nemocnice,,21.2,,28.3,40.3,23.4,22.9,2023-08-20 00:32:44.000000
Brno-Líšeň,,,,16.3,,20.8,9.6,2023-08-20 00:32:44.000000
Brno-Lány,6.4,53.8,393.0,30.8,3.4,26.9,24.0,2023-08-20 01:32:45.000000
Brno-Svatoplukova,,9.0,481.0,29.6,,26.1,23.0,2023-08-20 01:32:45.000000
Brno-Líšeň,,,,31.6,,20.8,10.4,2023-08-20 01:32:45.000000
Brno-Arboretum,,16.3,,22.9,48.1,20.9,17.7,2023-08-20 01:32:45.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-20 01:32:45.000000
Brno-Tuřany,3.5,22.8,,26.6,23.3,20.7,23.6,2023-08-20 01:32:45.000000
Brno - Dětská nemocnice,,17.6,,28.5,,23.6,24.0,2023-08-20 01:32:45.000000
Brno-Komárov,,10.9,,28.4,,25.4,19.8,2023-08-20 01:32:45.000000
Brno-Úvoz (hot spot),,17.0,318.0,22.5,,21.9,15.9,2023-08-20 01:32:45.000000
Brno-Arboretum,,,,,,21.0,0.0,2023-08-20 02:32:45.000000
Brno-Úvoz (hot spot),,,311.0,,,22.0,0.0,2023-08-20 02:32:45.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-20 02:32:45.000000
Brno-Tuřany,,,,,,20.5,0.0,2023-08-20 02:32:45.000000
Brno-Komárov,,,,,,25.5,0.0,2023-08-20 02:32:45.000000
Brno - Dětská nemocnice,,,,,,23.7,0.0,2023-08-20 02:32:45.000000
Brno-Lány,,,416.0,,,26.7,0.0,2023-08-20 02:32:45.000000
Brno-Svatoplukova,,,466.0,,,26.2,0.0,2023-08-20 02:32:45.000000
Brno-Líšeň,,,,,,20.4,0.0,2023-08-20 02:32:45.000000
Brno-Komárov,,,,,,25.6,0.0,2023-08-20 03:32:44.000000
Brno-Svatoplukova,,,416.0,,,26.3,0.0,2023-08-20 03:32:44.000000
Brno-Tuřany,,,,,,21.3,0.0,2023-08-20 03:32:44.000000
Brno-Arboretum,,,,,,21.1,0.0,2023-08-20 03:32:44.000000
Brno-Lány,,,399.0,,,26.7,0.0,2023-08-20 03:32:44.000000
Brno-Líšeň,,,,,,20.6,0.0,2023-08-20 03:32:44.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-20 03:32:44.000000
Brno-Úvoz (hot spot),,,300.0,,,22.2,0.0,2023-08-20 03:32:44.000000
Brno - Dětská nemocnice,,,,,,24.0,0.0,2023-08-20 03:32:44.000000
Brno-Tuřany,,,,,,21.7,0.0,2023-08-20 04:32:45.000000
Brno-Svatoplukova,,,383.0,,,26.4,0.0,2023-08-20 04:32:45.000000
Brno-Líšeň,,,,,,20.9,0.0,2023-08-20 04:32:45.000000
Brno-Arboretum,,,,,,21.1,0.0,2023-08-20 04:32:45.000000
Brno-Úvoz (hot spot),,,289.0,,,22.3,0.0,2023-08-20 04:32:45.000000
Brno-Komárov,,,,,,25.6,0.0,2023-08-20 04:32:45.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-20 04:32:45.000000
Brno-Lány,,,366.0,,,26.7,0.0,2023-08-20 04:32:45.000000
Brno - Dětská nemocnice,,,,,,24.4,0.0,2023-08-20 04:32:45.000000
Brno-Tuřany,4.3,18.7,,28.1,20.1,22.1,19.4,2023-08-20 05:32:45.000000
Brno-Svatoplukova,,9.6,350.0,27.9,,26.5,22.1,2023-08-20 05:32:45.000000
Brno - Dětská nemocnice,,11.5,,18.1,26.7,23.9,25.8,2023-08-20 05:32:45.000000
Brno-Líšeň,,,,30.4,,21.1,24.4,2023-08-20 05:32:45.000000
Brno-Komárov,,10.9,,31.0,,26.0,23.6,2023-08-20 05:32:45.000000
Brno-Arboretum,,10.9,,20.9,35.9,21.1,16.0,2023-08-20 05:32:45.000000
Brno-Úvoz (hot spot),,10.9,262.0,22.2,,22.4,16.1,2023-08-20 05:32:45.000000
Brno-Lány,5.6,40.0,320.0,34.5,2.4,27.1,25.8,2023-08-20 05:32:45.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-20 05:32:45.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-20 06:32:44.000000
Brno-Tuřany,3.7,15.9,,33.0,17.8,22.0,11.2,2023-08-20 06:32:44.000000
Brno-Arboretum,,11.5,,20.6,31.5,21.1,16.1,2023-08-20 06:32:44.000000
Brno-Komárov,,11.3,,30.1,,26.0,23.0,2023-08-20 06:32:44.000000
Brno-Svatoplukova,,8.4,320.0,30.0,,26.6,22.8,2023-08-20 06:32:44.000000
Brno - Dětská nemocnice,,11.1,,25.0,27.1,23.8,21.5,2023-08-20 06:32:44.000000
Brno-Líšeň,,,,26.5,,21.2,28.4,2023-08-20 06:32:44.000000
Brno-Úvoz (hot spot),,12.6,252.0,23.1,,22.5,16.4,2023-08-20 06:32:44.000000
Brno-Lány,6.1,39.0,291.0,34.7,2.6,27.3,26.5,2023-08-20 06:32:44.000000
Brno - Dětská nemocnice,,,,,,23.6,0.0,2023-08-20 07:32:45.000000
Brno-Líšeň,,,,,,21.0,0.0,2023-08-20 07:32:45.000000
Brno-Úvoz (hot spot),,,247.0,,,22.6,0.0,2023-08-20 07:32:45.000000
Brno-Tuřany,,,,,,21.7,0.0,2023-08-20 07:32:45.000000
Brno-Lány,,,266.0,,,27.1,0.0,2023-08-20 07:32:45.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-20 07:32:45.000000
Brno-Arboretum,,,,,,21.2,0.0,2023-08-20 07:32:45.000000
Brno-Svatoplukova,,,316.0,,,26.4,0.0,2023-08-20 07:32:45.000000
Brno-Komárov,,,,,,26.0,0.0,2023-08-20 07:32:45.000000
Brno-Arboretum,,,,,,21.2,0.0,2023-08-20 08:32:47.000000
Brno-Líšeň,,,,,,21.3,0.0,2023-08-20 08:32:47.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-20 08:32:47.000000
Brno - Dětská nemocnice,,,,,,24.0,0.0,2023-08-20 08:32:47.000000
Brno-Úvoz (hot spot),,,248.0,,,22.7,0.0,2023-08-20 08:32:47.000000
Brno-Lány,,,250.0,,,27.3,0.0,2023-08-20 08:32:47.000000
Brno-Tuřany,,,,,,21.3,0.0,2023-08-20 08:32:47.000000
Brno-Komárov,,,,,,26.0,0.0,2023-08-20 08:32:47.000000
Brno-Svatoplukova,,,316.0,,,26.4,0.0,2023-08-20 08:32:47.000000
Brno-Komárov,,,,,,26.1,0.0,2023-08-20 09:32:47.000000
Brno-Arboretum,,,,,,21.3,0.0,2023-08-20 09:32:47.000000
Brno-Úvoz (hot spot),,,249.0,,,22.6,0.0,2023-08-20 09:32:47.000000
Brno-Lány,,,233.0,,,27.2,0.0,2023-08-20 09:32:47.000000
Brno - Dětská nemocnice,,,,,,24.0,0.0,2023-08-20 09:32:47.000000
Brno-Líšeň,,,,,,21.8,0.0,2023-08-20 09:32:47.000000
Brno-Svatoplukova,,,333.0,,,26.7,0.0,2023-08-20 09:32:47.000000
Brno-Tuřany,,,,,,21.2,0.0,2023-08-20 09:32:47.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-20 09:32:47.000000
Brno - Dětská nemocnice,,,,,,24.3,0.0,2023-08-20 10:32:47.000000
Brno-Komárov,,,,,,25.8,0.0,2023-08-20 10:32:47.000000
Brno-Arboretum,,,,,,21.3,0.0,2023-08-20 10:32:47.000000
Brno-Svatoplukova,,,350.0,,,26.7,0.0,2023-08-20 10:32:47.000000
Brno-Lány,,,233.0,,,27.1,0.0,2023-08-20 10:32:47.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-20 10:32:47.000000
Brno-Úvoz (hot spot),,,250.0,,,22.2,0.0,2023-08-20 10:32:47.000000
Brno-Líšeň,,,,,,22.0,0.0,2023-08-20 10:32:47.000000
Brno-Tuřany,,,,,,21.2,0.0,2023-08-20 10:32:47.000000
Brno-Líšeň,,,,,,22.2,0.0,2023-08-20 11:32:47.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-20 11:32:47.000000
Brno-Úvoz (hot spot),,,260.0,,,22.0,0.0,2023-08-20 11:32:47.000000
Brno-Arboretum,,,,,,21.3,0.0,2023-08-20 11:32:47.000000
Brno-Lány,,,250.0,,,27.2,0.0,2023-08-20 11:32:47.000000
Brno - Dětská nemocnice,,,,,,24.1,0.0,2023-08-20 11:32:47.000000
Brno-Tuřany,,,,,,22.1,0.0,2023-08-20 11:32:47.000000
Brno-Svatoplukova,,,350.0,,,26.9,0.0,2023-08-20 11:32:47.000000
Brno-Komárov,,,,,,25.9,0.0,2023-08-20 11:32:47.000000
Brno-Tuřany,,,,,,22.9,0.0,2023-08-20 12:32:47.000000
Brno-Komárov,,,,,,25.9,0.0,2023-08-20 12:32:47.000000
Brno-Líšeň,,,,,,22.2,0.0,2023-08-20 12:32:47.000000
Brno - Dětská nemocnice,,,,,,24.2,0.0,2023-08-20 12:32:47.000000
Brno-Svatoplukova,,,383.0,,,26.8,0.0,2023-08-20 12:32:47.000000
Brno-Lány,,,250.0,,,27.1,0.0,2023-08-20 12:32:47.000000
Brno-Arboretum,,,,,,21.3,0.0,2023-08-20 12:32:47.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-20 12:32:47.000000
Brno-Úvoz (hot spot),,,266.0,,,22.0,0.0,2023-08-20 12:32:47.000000
Brno-Komárov,,,,,,26.3,0.0,2023-08-20 13:32:47.000000
Brno-Tuřany,,,,,,23.5,0.0,2023-08-20 13:32:47.000000
Brno-Arboretum,,,,,,21.4,0.0,2023-08-20 13:32:47.000000
Brno-Úvoz (hot spot),,,,,,22.0,0.0,2023-08-20 13:32:47.000000
Brno - Dětská nemocnice,,,,,,24.4,0.0,2023-08-20 13:32:47.000000
Brno-Svatoplukova,,,388.0,,,27.0,0.0,2023-08-20 13:32:47.000000
Brno-Lány,,,252.0,,,27.5,0.0,2023-08-20 13:32:47.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-20 13:32:47.000000
Brno-Líšeň,,,,,,22.2,0.0,2023-08-20 13:32:47.000000
Brno-Komárov,,10.5,,12.3,,25.1,5.9,2023-08-20 14:32:47.000000
Brno-Svatoplukova,,40.2,422.0,14.8,,26.2,6.5,2023-08-20 14:32:47.000000
Brno-Tuřany,3.5,1.0,,13.5,129.5,23.1,22.1,2023-08-20 14:32:47.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-20 14:32:47.000000
Brno-Arboretum,,2.3,,20.6,127.3,21.3,9.1,2023-08-20 14:32:47.000000
Brno-Úvoz (hot spot),,15.7,260.0,14.6,,21.3,8.9,2023-08-20 14:32:47.000000
Brno - Dětská nemocnice,,1.0,,11.0,120.1,23.6,10.8,2023-08-20 14:32:47.000000
Brno-Líšeň,,,,19.4,,22.3,4.8,2023-08-20 14:32:47.000000
Brno-Lány,6.1,2.7,233.0,15.3,122.3,26.4,7.7,2023-08-20 14:32:47.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-20 15:32:47.000000
Brno-Svatoplukova,,,433.0,,,26.5,0.0,2023-08-20 15:32:47.000000
Brno-Líšeň,,,,,,22.7,0.0,2023-08-20 15:32:47.000000
Brno - Dětská nemocnice,,,,,,23.5,0.0,2023-08-20 15:32:47.000000
Brno-Úvoz (hot spot),,,258.0,,,21.4,0.0,2023-08-20 15:32:47.000000
Brno-Lány,,,233.0,,,26.6,0.0,2023-08-20 15:32:47.000000
Brno-Arboretum,,,,,,21.4,0.0,2023-08-20 15:32:47.000000
Brno-Tuřany,,,,,,23.6,0.0,2023-08-20 15:32:47.000000
Brno-Komárov,,,,,,25.5,0.0,2023-08-20 15:32:47.000000
Brno - Dětská nemocnice,,,,,,22.5,0.0,2023-08-20 16:32:48.000000
Brno-Arboretum,,,,,,21.4,0.0,2023-08-20 16:32:48.000000
Brno-Svatoplukova,,,416.0,,,26.5,0.0,2023-08-20 16:32:48.000000
Brno-Líšeň,,,,,,22.7,0.0,2023-08-20 16:32:48.000000
Brno-Úvoz (hot spot),,,252.0,,,21.3,0.0,2023-08-20 16:32:48.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-20 16:32:48.000000
Brno-Lány,,,233.0,,,26.6,0.0,2023-08-20 16:32:48.000000
Brno-Tuřany,,,,,,23.4,0.0,2023-08-20 16:32:48.000000
Brno-Komárov,,,,,,25.5,0.0,2023-08-20 16:32:48.000000
Brno-Tuřany,,,,,,22.9,0.0,2023-08-20 17:32:48.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-20 17:32:48.000000
Brno-Komárov,,,,,,25.4,0.0,2023-08-20 17:32:48.000000
Brno-Úvoz (hot spot),,,241.0,,,21.3,0.0,2023-08-20 17:32:48.000000
Brno-Svatoplukova,,,416.0,,,26.5,0.0,2023-08-20 17:32:48.000000
Brno-Arboretum,,,,,,21.4,0.0,2023-08-20 17:32:48.000000
Brno-Líšeň,,,,,,22.3,0.0,2023-08-20 17:32:48.000000
Brno - Dětská nemocnice,,,,,,21.7,0.0,2023-08-20 17:32:48.000000
Brno-Lány,,,216.0,,,26.7,0.0,2023-08-20 17:32:48.000000
Brno-Úvoz (hot spot),,,,,,21.4,0.0,2023-08-20 18:32:48.000000
Brno-Tuřany,,,,,,23.2,0.0,2023-08-20 18:32:48.000000
Brno-Komárov,,,,,,25.8,0.0,2023-08-20 18:32:48.000000
Brno-Svatoplukova,,,427.0,,,26.7,0.0,2023-08-20 18:32:48.000000
Brno-Výstaviště,,,,,,0.0,0.0,2023-08-20 18:32:48.000000
Brno - Dětská nemocnice,,,,,,21.6,0.0,2023-08-20 18:32:48.000000
Brno-Arboretum,,,,,,21.6,0.0,2023-08-20 18:32:48.000000
Brno-Lány,,,194.0,,,26.9,0.0,2023-08-20 18:32:48.000000
Brno-Líšeň,,,,,,22.7,0.0,2023-08-20 18:32:48.000000
Brno-Komárov,,,,,,24.4,0.0,2023-08-20 20:32:48.000000
Brno-Arboretum,,,,,,21.3,0.0,2023-08-20 20:32:48.000000
Brno-Líšeň,,,,,,21.5,0.0,2023-08-20 20:32:48.000000
Brno-Tuřany,,,,,,22.7,0.0,2023-08-20 20:32:48.000000
